"","unique_event_ID","same_whale_ID","ship","observer_location","count","ship_speed","distance","whale_behavior","visibility","waves","X_whale_UTM","Y_whale_UTM","wind","ship_whale_bearing","ship_speed_scaled","count_factor"
"608","2009-06-15-K-011","2009-06-15-K-011","Zaandam","Starboard",1,11.02954283,1991.062504,"SA-Surface-active","excellent","calm",448690.8822,6465749.815,"light",47.28247326,-1.07959919741146,"1"
"609","2009-06-15-K-012","2009-06-15-K-012","Zaandam","Starboard",1,11.14966691,993.6717814,"BL-Blowing","excellent","calm",448633.4441,6465132.718,"light",58.98923935,-1.04351606116422,"1"
"610","2009-06-15-K-014","2009-06-15-K-014","Zaandam","Starboard",1,10.70146608,1198.42683,"BL-Blowing","excellent","calm",447367.1612,6465873.239,"light",77.3312437,-1.17814761559541,"1"
"611","2009-06-15-K-016","2009-06-15-K-016","Zaandam","Starboard",1,10.76285875,1188.679517,"LF-Lunge-feed","excellent","calm",446001.6353,6466604.896,"light",35.67655598,-1.15970634989588,"1"
"612","2009-06-15-K-078","2009-06-15-K-078","Zaandam","Starboard",1,16.14412391,1484.617203,"BL-Blowing","excellent","calm",439450.6282,6481692.35,"light",-4.325854684,0.456729954555394,"1"
"613","2009-06-15-K-084","2009-06-15-K-084","Zaandam","Starboard",2,12.81385136,2986.26704,"SA-Surface-active","good","calm",441146.9056,6471282.38,"moderate",19.27706515,-0.543624663453712,"2-3"
"614","2009-06-15-K-085","2009-06-15-K-085","Zaandam","Starboard",1,12.76631846,1792.05138,"DF-Dive-fluke-up","good","calm",440869.3465,6472432.52,"moderate",51.7574002,-0.557902700854093,"1"
"615","2009-06-15-K-086","2009-06-15-K-086","Zaandam","Starboard",1,13.0438166,1986.817855,"DF-Dive-fluke-up","good","calm",441474.7711,6471367.496,"moderate",23.72938149,-0.474547197161779,"1"
"616","2009-06-15-K-087","2009-06-15-K-087","Zaandam","Starboard",1,13.31999561,1501.528065,"DF-Dive-fluke-up","good","calm",440806.0282,6472940.145,"moderate",88.79714729,-0.391587936649998,"1"
"617","2009-06-15-K-089","2009-06-15-K-089","Zaandam","Starboard",2,13.77009809,1187.372763,"BL-Blowing","good","calm",441513.3536,6471193.7,"moderate",27.87883038,-0.256385160395139,"2-3"
"618","2009-06-15-K-092","2009-06-15-K-092","Zaandam","Starboard",1,14.70978861,1488.384547,"BL-Blowing","good","calm",440768.306,6470008.762,"moderate",33.86869816,0.0258811517664222,"1"
"619","2009-06-15-K-093","2009-06-15-K-093","Zaandam","Starboard",1,14.60225147,1993.942278,"BL-Blowing","good","calm",439857.6254,6470093.754,"moderate",59.66133418,-0.00642109166602344,"1"
"620","2009-06-15-K-094","2009-06-15-K-094","Zaandam","Starboard",1,13.83059636,485.3242644,"BL-Blowing","good","calm",441402.1285,6469766.938,"moderate",12.31497497,-0.238212556541421,"1"
"621","2009-06-15-N-021","2009-06-15-N-021","Diamond Princess","Starboard",1,14.6420063,4468.730586,"BL-Blowing","good","calm",412108.5385,6521052.172,"light",-17.45796369,0.00552055190265882,"1"
"622","2009-06-20-N-022","2009-06-20-N-022","Coral Princess","Starboard",1,18.40987595,1960.565177,"DF-Dive-fluke-up","excellent","calm",422606.3662,6516505.572,"light",65.84977261,1.13732155252462,"1"
"623","2009-06-20-N-023","2009-06-20-N-023","Coral Princess","Starboard",1,18.35259519,143.6727098,"BL-Blowing","excellent","calm",420833.9689,6515772.842,"light",46.1276442,1.12011543142529,"1"
"624","2009-06-21-K-012","2009-06-21-K-012","Volendam","Starboard",1,18.30783235,591.8520488,"RE-Resting","excellent","calm",458129.8827,6461640.732,"light",-24.74099731,1.10666947076084,"1"
"625","2009-06-21-K-016","2009-06-21-K-016","Volendam","Starboard",1,13.16477804,2993.724728,"BL-Blowing","excellent","calm",441950.1017,6465880.988,"light",-53.78712505,-0.438212532869804,"1"
"626","2009-06-21-K-017","2009-06-21-K-017","Volendam","Starboard",1,14.92405918,892.0634556,"DF-Dive-fluke-up","excellent","calm",443965.6085,6469764.382,"light",-29.28602474,0.0902442184478393,"1"
"627","2009-06-21-K-047","2009-06-21-K-047","Volendam","Starboard",1,18.05652284,2502.28303,"BL-Blowing","excellent","1'",418223.1665,6514110.643,"moderate",92.55946827,1.03118056554252,"1"
"628","2009-06-21-K-050","2009-06-21-K-050","Volendam","Starboard",1,18.34491127,3992.32647,"BL-Blowing","excellent","1'",430685.4824,6507031.184,"moderate",4.250139107,1.11780731857837,"1"
"629","2009-06-21-K-074","2009-06-21-K-074","Volendam","Starboard",1,14.92194265,1993.001926,"BL-Blowing","excellent","3'",438605.407,6467903.562,"strong",16.37963691,0.0896084504955571,"1"
"630","2009-06-21-K-076","2009-06-21-K-076","Volendam","Starboard",1,18.39438559,691.7814957,"BL-Blowing","excellent","3'",437103.7203,6465976.255,"strong",-9.50087001,1.13266852400279,"1"
"631","2009-06-21-K-078","2009-06-21-K-078","Volendam","Starboard",2,19.50085764,801.0469791,"BL-Blowing","excellent","3'",436655.2286,6465010.097,"strong",-113.2736792,1.46503304020898,"2-3"
"632","2009-06-21-K-079","2009-06-21-K-079","Volendam","Starboard",2,20.3088566,1996.113487,"BL-Blowing","excellent","3'",431682.5748,6462167.522,"strong",-76.16877917,1.70774155095311,"2-3"
"633","2009-06-21-K-081","2009-06-21-K-081","Volendam","Starboard",1,21.59689639,792.1610517,"DF-Dive-fluke-up","excellent","3'",429393.6548,6463222.016,"strong",-32.23294284,2.0946457855948,"1"
"634","2009-06-21-K-082","2009-06-21-K-082","Volendam","Starboard",1,22.20473226,1992.696763,"SA-Surface-active","excellent","3'",427511.073,6461947.321,"strong",-40.53860643,2.27722886563312,"1"
"635","2009-06-21-K-084","2009-06-21-K-084","Volendam","Starboard",1,21.40996617,202.4900654,"SA-Surface-active","excellent","3'",415079.1283,6458247.821,"strong",-128.3340741,2.03849527358266,"1"
"636","2009-06-22-N-034","2009-06-22-N-034","Zaandam","Starboard",1,17.46527991,985.8175592,"BL-Blowing","poor","calm",427139.2915,6509600.816,"moderate",18.93832316,0.85358170943967,"1"
"637","2009-06-24-K-004","2009-06-24-K-004","Zuiderdam","Port",1,12.15789934,2992.695564,"BL-Blowing","excellent","2'",486481.4564,6448199.83,"moderate",-51.94044841,-0.740660978814567,"1"
"638","2009-06-24-K-013","2009-06-24-K-013","Zuiderdam","Port",1,12.56647599,1485.928338,"DF-Dive-fluke-up","excellent","calm",443900.5042,6472909.597,"light",-6.328119163,-0.617931823016736,"1"
"639","2009-06-24-K-041","2009-06-24-K-041","Zuiderdam","Port",1,14.70999499,2007.849833,"SA-Surface-active","excellent","calm",436548.927,6484655.133,"light",-115.4094746,0.0259431446462736,"1"
"640","2009-06-24-K-059","2009-06-24-K-059","Zuiderdam","Port",1,18.32901776,806.2538112,"DF-Dive-fluke-up","excellent","1'",407444.3767,6525209.986,"light",124.7087871,1.11303319096984,"1"
"641","2009-06-24-K-073","2009-06-24-K-073","Zuiderdam","Port",1,15.17667576,385.3260055,"BL-Blowing","excellent","calm",438729.2378,6482737.277,"moderate",12.64841296,0.166125744237272,"1"
"642","2009-06-24-K-075","2009-06-24-K-075","Zuiderdam","Port",1,13.1431768,1010.804965,"BL-Blowing","excellent","calm",439398.6651,6480087.749,"moderate",147.351915,-0.444701161011882,"1"
"643","2009-06-24-K-082","2009-06-24-K-082","Zuiderdam","Port",1,14.6521942,2485.519401,"BL-Blowing","excellent","3'",438151.0553,6466558.207,"moderate",6.681408677,0.00858081578791199,"1"
"644","2009-06-24-K-083","2009-06-24-K-083","Zuiderdam","Port",2,15.20927591,1986.081273,"BL-Blowing","excellent","3'",437541.8524,6465604.927,"moderate",-8.34442519,0.175918249238189,"2-3"
"645","2009-06-24-K-084","2009-06-24-K-084","Zuiderdam","Port",1,17.59594443,1013.506015,"BL-Blowing","excellent","3'",437531.9603,6465255.341,"moderate",-60.52528129,0.89283100631537,"1"
"646","2009-06-24-K-086","2009-06-24-K-086","Zuiderdam","Port",2,20.10439566,3985.586747,"DF-Dive-fluke-up","excellent","1'",429047.7537,6462183.582,"moderate",2.993507311,1.64632512257955,"2-3"
"647","2009-06-24-K-089","2009-06-24-K-089","Zuiderdam","Port",2,20.62165737,613.7824219,"DF-Dive-fluke-up","excellent","1'",425437.6849,6460913.229,"moderate",-57.93832823,1.80170133655273,"2-3"
"648","2009-06-24-K-090","2009-06-24-K-090","Zuiderdam","Port",1,21.13220129,1189.338254,"DF-Dive-fluke-up","excellent","1'",421450.0321,6460417.985,"moderate",-35.22907081,1.95505964594049,"1"
"649","2009-06-24-K-092","2009-06-24-K-092","Zuiderdam","Port",2,22.77965711,992.6160349,"BL-Blowing","excellent","1'",417950.6163,6460497.718,"moderate",-52.15968503,2.44992606085388,"2-3"
"650","2009-06-24-K-094","2009-06-24-K-094","Zuiderdam","Port",1,22.63592899,1493.384867,"BL-Blowing","excellent","1'",416243.1772,6459503.166,"moderate",-55.35224617,2.40675269098066,"1"
"651","2009-06-24-N-039","2009-06-24-N-039","Coral Princess","Starboard",1,18.88124525,2487.255962,"RE-Resting","excellent","calm",423241.3198,6515905.203,"moderate",-40.70200577,1.27891250310394,"1"
"652","2009-06-24-N-049","2009-06-24-N-049","Coral Princess","Starboard",1,17.30798522,784.7146847,"DF-Dive-fluke-up","excellent","calm",438218.2394,6490309.252,"moderate",-4.804124498,0.806333183330355,"1"
"653","2009-06-26-N-012","2009-06-26-N-012","Statendam","Starboard",1,16.14669454,292.3378662,"BL-Blowing","excellent","calm",437909.7765,6487734.597,"light",-102.7873702,0.457502126067809,"1"
"654","2009-06-26-N-022","2009-06-26-N-022","Statendam","Starboard",1,13.41136718,4786.94563,"BL-Blowing","good","calm",425244.2128,6510070.681,"light",-19.95485048,-0.364141542809278,"1"
"655","2009-06-26-N-048","2009-06-26-N-048","Statendam","Starboard",1,13.2112733,4013.409252,"BL-Blowing","excellent","calm",413068.4218,6520100.356,"light",168.7689388,-0.424246184062546,"1"
"656","2009-06-26-N-056","2009-06-26-N-056","Statendam","Starboard",1,17.56124325,3003.187673,"DF-Dive-fluke-up","excellent","calm",433247.7857,6496800.239,"light",99.66367182,0.882407389286378,"1"
"657","2009-06-26-N-061","2009-06-26-N-061","Statendam","Starboard",1,13.28909957,1501.103865,"BL-Blowing","excellent","calm",436437.7388,6486794.052,"light",91.00018613,-0.400868557328385,"1"
"658","2009-06-28-K-009","2009-06-28-K-009","Volendam","Starboard",1,19.33410693,1491.912947,"BL-Blowing","excellent","1'",460021.5587,6460667.397,"moderate",-21.45681073,1.41494409394396,"1"
"659","2009-06-28-K-013","2009-06-28-K-013","Volendam","Starboard",1,19.41749496,2993.45473,"BL-Blowing","excellent","1'",455679.9101,6460624.62,"moderate",-50.65333357,1.43999237442094,"1"
"660","2009-06-28-K-017","2009-06-28-K-017","Volendam","Starboard",1,19.10181363,995.2966559,"DF-Dive-fluke-up","excellent","1'",446616.5921,6465820.259,"light",41.26368484,1.34516731985153,"1"
"661","2009-06-28-K-018","2009-06-28-K-018","Volendam","Starboard",1,18.95799013,896.0349517,"BL-Blowing","excellent","1'",446525.9962,6465895.958,"light",47.57166505,1.30196529952343,"1"
"662","2009-06-28-K-019","2009-06-28-K-019","Volendam","Starboard",1,18.80451477,465.5414087,"DF-Dive-fluke-up","excellent","1'",446494.8412,6465564.573,"light",44.80612969,1.25586403218823,"1"
"663","2009-06-28-K-021","2009-06-28-K-021","Volendam","Starboard",1,18.19696966,1196.303967,"BL-Blowing","excellent","1'",445916.5643,6466693.805,"light",49.38228481,1.07336829128038,"1"
"664","2009-06-28-K-023","2009-06-28-K-023","Volendam","Starboard",2,13.52005783,2993.585473,"BL-Blowing","excellent","1'",441165.0434,6471624.524,"light",-52.19843614,-0.331492805497398,"2-3"
"665","2009-06-28-K-032","2009-06-28-K-032","Volendam","Starboard",1,17.37843362,143.4058269,"BL-Blowing","excellent","2'",439052.6419,6482445.883,"moderate",57.50518553,0.827494629192002,"1"
"666","2009-06-28-K-035","2009-06-28-K-035","Volendam","Starboard",1,17.08358877,1793.666585,"BL-Blowing","excellent","2'",439144.897,6486914.282,"moderate",24.76190618,0.738928482468154,"1"
"667","2009-06-28-K-053","2009-06-28-K-053","Volendam","Starboard",1,12.64310878,2495.658108,"BL-Blowing","excellent","2'",419735.0023,6513983.743,"moderate",43.56502182,-0.594912696438816,"1"
"668","2009-06-28-K-054","2009-06-28-K-054","Volendam","Starboard",1,12.61361324,1195.738382,"BL-Blowing","excellent","2'",419875.6898,6515030.727,"moderate",44.79035031,-0.603772631836498,"1"
"669","2009-06-28-K-073","2009-06-28-K-073","Volendam","Starboard",5,14.20540772,1195.782517,"DF-Dive-fluke-up","excellent","2'",441261.8798,6475151.99,"strong",45.15625438,-0.125625893069005,"4+"
"670","2009-06-28-K-074","2009-06-28-K-074","Volendam","Starboard",1,14.29748855,1494.10861,"DF-Dive-fluke-up","excellent","2'",441395.5068,6474334.968,"strong",29.68553203,-0.0979664501442475,"1"
"671","2009-06-28-K-075","2009-06-28-K-075","Volendam","Starboard",1,12.11931053,1993.045457,"DF-Dive-fluke-up","excellent","2'",444019.0342,6470673.658,"strong",-45.70910409,-0.752252370722408,"1"
"672","2009-06-28-K-076","2009-06-28-K-076","Volendam","Starboard",3,10.92973104,1498.247809,"DF-Dive-fluke-up","excellent","2'",441252.2589,6470537.444,"strong",63.86261232,-1.10958088316215,"2-3"
"673","2009-06-28-K-077","2009-06-28-K-077","Volendam","Starboard",1,10.53521641,497.2243641,"BL-Blowing","excellent","2'",443039.1534,6470629.511,"strong",-86.61712838,-1.2280860583595,"1"
"674","2009-06-28-K-078","2009-06-28-K-078","Volendam","Starboard",1,21.6938298,493.6796725,"DF-Dive-fluke-up","excellent","3'",407606.2427,6451101.667,"strong",27.19697125,2.12376285720891,"1"
"675","2009-06-28-N-037","2009-06-28-N-037","Pacific Princess","Starboard",1,14.92977493,4989.366196,"BL-Blowing","excellent","2'",415245.2531,6519178.691,"strong",18.13673738,0.0919611280466906,"1"
"676","2009-06-28-N-038","2009-06-28-N-038","Pacific Princess","Starboard",1,14.33893342,1997.582526,"BL-Blowing","excellent","2'",412020.7778,6520324.709,"strong",73.2862244,-0.0855171486306862,"1"
"677","2009-06-28-N-042","2009-06-28-N-042","Pacific Princess","Starboard",1,14.53135812,1995.042866,"BL-Blowing","excellent","1'",427377.2568,6506986.341,"strong",59.94612114,-0.0277161925906118,"1"
"678","2009-06-29-N-002","2009-06-29-N-002","Diamond Princess","Starboard",1,15.70449869,1968.059915,"BL-Blowing","excellent","calm",439908.5081,6479767.087,"light",-11.65953863,0.324674360781163,"1"
"679","2009-06-29-N-018","2009-06-29-N-018","Diamond Princess","Starboard",1,19.5301353,1769.007882,"BL-Blowing","good","1'",431273.076,6506217.14,"light",12.75725556,1.47382752833143,"1"
"680","2009-06-29-N-021","2009-06-29-N-021","Diamond Princess","Starboard",1,13.25718454,2969.373687,"BL-Blowing","good","1'",421837.2208,6513238.704,"light",-21.79873779,-0.410455264471738,"1"
"681","2009-06-29-N-045","2009-06-29-N-045","Diamond Princess","Starboard",1,12.76731041,1974.969749,"BL-Blowing","good","calm",421216.9571,6513760.734,"light",35.8913405,-0.557604736724,"1"
"682","2009-06-29-N-051","2009-06-29-N-051","Diamond Princess","Starboard",1,18.25100768,2967.848229,"DF-Dive-fluke-up","good","calm",438531.1794,6484873.294,"moderate",-7.435317065,1.08960035098224,"1"
"683","2009-06-29-N-054","2009-06-29-N-054","Diamond Princess","Starboard",1,14.77648139,863.0257625,"DF-Dive-fluke-up","good","calm",437725.2057,6483472.477,"moderate",93.28397119,0.0459144762043471,"1"
"684","2009-07-01-K-005","2009-07-01-K-005","Zuiderdam","Starboard",1,16.70847013,1485.978664,"BL-Blowing","excellent","2'",482829.1213,6451217.424,"light",-23.04665276,0.626249517551215,"1"
"685","2009-07-01-K-011","2009-07-01-K-011","Zuiderdam","Starboard",1,17.96903634,3985.941035,"DF-Dive-fluke-up","excellent","2'",453343.4698,6461450.086,"light",-21.64488238,1.0049011776022,"1"
"686","2009-07-01-K-012","2009-07-01-K-012","Zuiderdam","Starboard",1,17.42713864,989.0136664,"DF-Dive-fluke-up","excellent","2'",453532.9463,6462251.977,"light",-49.37848767,0.842124750584686,"1"
"687","2009-07-01-K-014","2009-07-01-K-014","Zuiderdam","Starboard",1,17.3283442,1194.801818,"DF-Dive-fluke-up","excellent","calm",452780.791,6461936.817,"light",-77.58296921,0.812448658672142,"1"
"688","2009-07-01-K-015","2009-07-01-K-015","Zuiderdam","Starboard",1,17.57048362,1493.596754,"DF-Dive-fluke-up","excellent","calm",451724.0881,6461925.3,"light",-72.21694291,0.885183032019167,"1"
"689","2009-07-01-K-016","2009-07-01-K-016","Zuiderdam","Starboard",1,16.78862424,988.4906009,"DF-Dive-fluke-up","excellent","calm",450025.2164,6464334.638,"light",30.17401566,0.65032638600179,"1"
"690","2009-07-01-K-017","2009-07-01-K-017","Zuiderdam","Starboard",1,16.57208636,885.4702889,"BL-Blowing","excellent","calm",447133.8077,6464293.294,"light",-11.95428109,0.585282259738941,"1"
"691","2009-07-01-K-018","2009-07-01-K-018","Zuiderdam","Starboard",1,15.64841547,985.5597189,"BL-Blowing","excellent","calm",445722.5566,6465177.512,"light",-0.787864007,0.307827959389836,"1"
"692","2009-07-01-K-021","2009-07-01-K-021","Zuiderdam","Starboard",1,15.04748294,888.9904831,"DF-Dive-fluke-up","excellent","calm",444342.4605,6465754.611,"light",-49.34441733,0.127318519855406,"1"
"693","2009-07-01-K-022","2009-07-01-K-022","Zuiderdam","Starboard",1,14.62967656,886.7849823,"BL-Blowing","excellent","calm",444041.3108,6466368.7,"light",-33.12347572,0.00181691739146791,"1"
"694","2009-07-01-K-023","2009-07-01-K-023","Zuiderdam","Starboard",1,14.50692943,431.8834486,"BL-Blowing","excellent","calm",444303.6274,6466220.317,"light",-74.89204458,-0.0350541364034728,"1"
"695","2009-07-01-K-024","2009-07-01-K-024","Zuiderdam","Starboard",1,14.11803257,992.4411271,"BL-Blowing","excellent","calm",443402.1608,6466836.212,"light",-67.27356201,-0.151871833450593,"1"
"696","2009-07-01-K-027","2009-07-01-K-027","Zuiderdam","Starboard",1,13.12789908,485.3398535,"BL-Blowing","excellent","calm",443794.8697,6469043.829,"light",-9.34512828,-0.449290316261248,"1"
"697","2009-07-01-K-031","2009-07-01-K-031","Zuiderdam","Starboard",1,12.76871331,499.4629945,"BL-Blowing","excellent","calm",443405.518,6469281.173,"light",-97.55169375,-0.557183330525998,"1"
"698","2009-07-01-K-034","2009-07-01-K-034","Zuiderdam","Starboard",2,16.47596179,4989.20049,"BL-Blowing","excellent","calm",440146.7183,6476747.997,"light",-49.73977463,0.556408149269021,"2-3"
"699","2009-07-01-K-038","2009-07-01-K-038","Zuiderdam","Starboard",1,14.1525896,1186.134308,"BL-Blowing","excellent","calm",439973.5527,6480859.547,"light",9.628944271,-0.141491516516719,"1"
"700","2009-07-01-K-054","2009-07-01-K-054","Zuiderdam","Starboard",1,13.72513588,1992.959957,"DF-Dive-fluke-up","good","calm",425242.4747,6509744.9,"none",-69.21791914,-0.269891008260172,"1"
"701","2009-07-01-K-068","2009-07-01-K-068","Zuiderdam","Starboard",1,13.30397345,4987.098395,"BL-Blowing","excellent","calm",428046.3222,6509738.642,"light",18.95574624,-0.396400708429437,"1"
"702","2009-07-01-K-089","2009-07-01-K-089","Zuiderdam","Starboard",1,16.20010083,2487.599771,"BL-Blowing","excellent","2'",439722.9042,6478521.8,"moderate",23.28996093,0.473544425318132,"1"
"703","2009-07-01-K-094","2009-07-01-K-094","Zuiderdam","Starboard",1,7.385491442,603.2034177,"BL-Blowing","excellent","2'",441023.7319,6478846.235,"moderate",96.28817684,-2.17420739524448,"1"
"704","2009-07-01-K-095","2009-07-01-K-095","Zuiderdam","Starboard",1,6.762271925,805.2638696,"BL-Blowing","excellent","2'",441123.1034,6478575.259,"moderate",104.4961183,-2.3614114491182,"1"
"705","2009-07-01-K-096","2009-07-01-K-096","Zuiderdam","Starboard",1,7.243982749,2994.317361,"BL-Blowing","excellent","2'",441976.893,6475880.15,"moderate",59.15110931,-2.21671408873748,"1"
"706","2009-07-01-K-099","2009-07-01-K-099","Zuiderdam","Starboard",1,16.19485502,4987.409433,"DF-Dive-fluke-up","excellent","2'",439862.2011,6471042.787,"moderate",21.5722678,0.471968677333572,"1"
"707","2009-07-01-K-103","2009-07-01-K-103","Zuiderdam","Starboard",1,11.64959679,990.4483099,"BL-Blowing","excellent","2'",441030.9242,6471308.264,"moderate",41.53087464,-0.893346020535342,"1"
"708","2009-07-01-K-104","2009-07-01-K-104","Zuiderdam","Starboard",1,11.60586244,790.3317185,"DF-Dive-fluke-up","excellent","2'",441121.7605,6471279.936,"moderate",41.14218325,-0.906483041103862,"1"
"709","2009-07-01-K-105","2009-07-01-K-105","Zuiderdam","Starboard",1,11.48020809,186.4651736,"DF-Dive-fluke-up","excellent","2'",441569.0038,6471638.079,"moderate",104.7465588,-0.944227372058226,"1"
"710","2009-07-01-K-106","2009-07-01-K-106","Zuiderdam","Starboard",1,12.08055897,518.3436098,"BL-Blowing","excellent","2'",440975.2173,6471010.36,"moderate",69.02591884,-0.763892649834416,"1"
"711","2009-07-01-K-107","2009-07-01-K-107","Zuiderdam","Starboard",1,12.36783911,1993.434286,"SA-Surface-active","excellent","2'",439464.1174,6470397.461,"moderate",55.4270554,-0.677598807394612,"1"
"712","2009-07-01-K-108","2009-07-01-K-108","Zuiderdam","Starboard",1,12.78637403,228.033347,"DF-Dive-fluke-up","excellent","2'",441109.133,6470639.557,"moderate",73.93442111,-0.551878364477689,"1"
"713","2009-07-01-K-109","2009-07-01-K-109","Zuiderdam","Starboard",1,13.13268499,556.1335077,"BL-Blowing","excellent","2'",440773.4835,6470530.72,"moderate",117.9236965,-0.447852714053622,"1"
"714","2009-07-01-K-110","2009-07-01-K-110","Zuiderdam","Starboard",1,13.12685352,602.5469389,"DF-Dive-fluke-up","excellent","2'",440621.0526,6470217.265,"moderate",119.8189617,-0.449604383881451,"1"
"715","2009-07-01-N-010","2009-07-01-N-010","Island Princess","Starboard",1,18.96181295,1565.587445,"SA-Surface-active","poor","calm",437087.6303,6488696.862,"moderate",-59.76684971,1.30311360663145,"1"
"716","2009-07-01-N-013","2009-07-01-N-013","Island Princess","Starboard",1,18.70301802,269.4005642,"BL-Blowing","poor","calm",438311.1489,6492133.387,"moderate",-29.24963496,1.22537621443427,"1"
"717","2009-07-01-N-025","2009-07-01-N-025","Island Princess","Starboard",1,13.33718756,1486.188169,"BL-Blowing","good","calm",427933.0126,6510306.358,"moderate",17.47291689,-0.386423780768798,"1"
"718","2009-07-01-N-054","2009-07-01-N-054","Island Princess","Starboard",1,9.894933365,1985.73202,"BL-Blowing","excellent","calm",387719.6558,6530341.238,"light",12.70326785,-1.42041569243064,"1"
"719","2009-07-01-N-063","2009-07-01-N-063","Island Princess","Starboard",1,13.05237558,936.0248808,"BL-Blowing","good","calm",425564.7338,6512037.165,"moderate",-19.12870842,-0.471976231860922,"1"
"720","2009-07-01-N-065","2009-07-01-N-065","Island Princess","Starboard",1,13.36178786,3985.031706,"BL-Blowing","good","calm",430418.3254,6507672.816,"moderate",-16.90221502,-0.379034288365418,"1"
"721","2009-07-01-N-072","2009-07-01-N-072","Island Princess","Starboard",1,19.04779982,1984.958092,"BL-Blowing","good","calm",438019.3163,6493494.002,"moderate",0.747296171,1.3289425324029,"1"
"722","2009-07-05-N-003","2009-07-05-N-003","Volendam","Starboard",1,10.86279876,305.600409,"BL-Blowing","good","calm",440116.6396,6480589.436,"moderate",133.1924958,-1.12968614913862,"1"
"723","2009-07-05-N-046","2009-07-05-N-046","Volendam","Starboard",1,12.94636204,2494.858226,"SA-Surface-active","good","1'",429024.8926,6507442.867,"moderate",42.4985416,-0.503820812962998,"1"
"724","2009-07-06-K-004","2009-07-06-K-004","Zaandam","Port",1,10.96482417,2784.646158,"BL-Blowing","excellent","1'",475502.0562,6454769.734,"light",4.762143858,-1.09903953132718,"1"
"725","2009-07-06-K-030","2009-07-06-K-030","Zaandam","Port",1,17.94689972,1797.399953,"BL-Blowing","excellent","3'",410862.1603,6522083.077,"light",88.20947752,0.998251730834216,"1"
"726","2009-07-06-K-041","2009-07-06-K-041","Zaandam","Port",1,14.63836122,1484.767164,"BL-Blowing","excellent","2'",434853.3361,6464351.422,"light",-1.168439819,0.00442563472808321,"1"
"727","2009-07-06-K-045","2009-07-06-K-045","Zaandam","Port",1,13.90774014,2485.122205,"BL-Blowing","excellent","2'",419839.6037,6460687.506,"moderate",-7.19566346,-0.215039937659618,"1"
"728","2009-07-06-K-046","2009-07-06-K-046","Zaandam","Port",1,14.1749971,1987.890138,"BL-Blowing","excellent","2'",420048.4687,6462345.696,"moderate",45.79815357,-0.134760702216538,"1"
"729","2009-07-06-K-051","2009-07-06-K-051","Zaandam","Port",1,14.3219589,985.3451048,"BL-Blowing","excellent","2'",417010.3063,6460918.494,"moderate",26.09371129,-0.090615992408649,"1"
"730","2009-07-06-K-053","2009-07-06-K-053","Zaandam","Port",1,14.43170355,997.2104866,"DF-Dive-fluke-up","excellent","2'",417269.6636,6459360.033,"moderate",-72.88133315,-0.0576506522507413,"1"
"731","2009-07-06-K-054","2009-07-06-K-054","Zaandam","Port",1,14.1547054,1194.408806,"DF-Dive-fluke-up","excellent","2'",416847.5904,6458920.44,"moderate",-61.83381436,-0.140855967843448,"1"
"732","2009-07-06-K-055","2009-07-06-K-055","Zaandam","Port",1,13.66546996,2984.659654,"BL-Blowing","excellent","2'",413892.4724,6457872.873,"moderate",4.013190431,-0.287813588984011,"1"
"733","2009-07-06-K-058","2009-07-06-K-058","Zaandam","Port",1,12.47774323,2986.324718,"BL-Blowing","excellent","2'",411894.6642,6453120.406,"moderate",-19.75385757,-0.644585565286177,"1"
"734","2009-07-06-K-060","2009-07-06-K-060","Zaandam","Port",1,12.32817369,3991.71993,"BL-Blowing","excellent","2'",413244.8109,6451549.674,"moderate",-50.03211891,-0.689513593790179,"1"
"735","2009-07-08-N-029","2009-07-08-N-029","Zuiderdam","Starboard",1,18.14923008,4986.353885,"BL-Blowing","good","calm",419934.244,6514788.551,"light",14.15054931,1.05902817088548,"1"
"736","2009-07-08-N-035","2009-07-08-N-035","Zuiderdam","Starboard",1,13.15313749,2985.911708,"DF-Dive-fluke-up","good","calm",432734.9235,6505781.421,"moderate",7.453672912,-0.441709146967849,"1"
"737","2009-07-10-N-050","2009-07-10-N-050","Statendam","Starboard",1,17.01083047,2413.485113,"BL-Blowing","good","1'",413411.4932,6521695.792,"moderate",173.8661599,0.717073183746885,"1"
"738","2009-07-12-K-002","2009-07-12-K-002","Volendam","Starboard",1,11.31179374,2492.688672,"BL-Blowing","excellent","1'",479112.3632,6452690.569,"light",-40.18602839,-0.994816046177856,"1"
"739","2009-07-12-K-010","2009-07-12-K-010","Volendam","Starboard",1,13.81133403,896.3351056,"DF-Dive-fluke-up","good","1'",444864.4641,6469323.836,"moderate",49.97277311,-0.243998617736056,"1"
"740","2009-07-12-K-013","2009-07-12-K-013","Volendam","Starboard",2,7.970772023,1503.111215,"RE-Resting","poor-fog","1'",445758.8547,6475063.772,"moderate",99.1449313,-1.99839952269231,"2-3"
"741","2009-07-12-K-017","2009-07-12-K-017","Volendam","Starboard",1,11.24233875,2493.508202,"DF-Dive-fluke-up","excellent","calm",440937.6914,6480787.119,"light",22.67607672,-1.01567908935139,"1"
"742","2009-07-12-K-019","2009-07-12-K-019","Volendam","Starboard",1,10.56840013,428.9808332,"BL-Blowing","excellent","calm",441099.1204,6479666.277,"light",63.8552138,-1.21811825931412,"1"
